,Price per Unit,Units Sold,Total Sales,Operating Margin,Year,Sales Method_Online,Sales Method_Outlet
2520,35,125,43750,40,2021,1,0
2521,50,200,100000,35,2021,1,0
2522,40,300,120000,40,2021,1,0
2523,45,520,234000,40,2021,1,0
2524,45,225,101250,35,2021,1,0
2525,35,250,87500,40,2021,1,0
2526,40,100,40000,40,2021,1,0
2527,55,150,82500,35,2021,1,0
2528,45,250,112500,40,2021,1,0
2529,45,475,213750,40,2021,1,0
2530,45,175,78750,35,2021,1,0
2531,40,175,70000,40,2021,1,0
2532,45,100,45000,40,2021,1,0
2533,50,125,62500,35,2021,1,0
2534,40,250,100000,40,2021,1,0
2535,50,520,260000,40,2021,1,0
2536,45,225,101250,35,2021,1,0
2537,40,200,80000,40,2021,1,0
2538,40,125,50000,40,2021,1,0
2539,50,150,75000,35,2021,1,0
2540,55,275,151250,40,2021,1,0
2541,40,525,210000,40,2021,1,0
2542,35,275,96250,35,2021,1,0
2543,30,225,67500,40,2021,1,0
2544,30,200,60000,40,2021,1,0
2545,50,200,100000,35,2021,1,0
2546,55,375,206250,40,2021,1,0
2547,50,600,300000,40,2021,1,0
2548,45,350,157500,35,2021,1,0
2549,40,275,110000,40,2021,1,0
2550,40,225,90000,40,2021,1,0
2551,50,250,125000,35,2021,1,0
2552,55,425,233750,40,2021,1,0
2553,50,575,287500,40,2021,1,0
2554,45,350,157500,35,2021,1,0
2555,40,275,110000,40,2021,1,0
2556,40,250,100000,40,2021,1,0
2557,50,225,112500,35,2021,1,0
2558,55,400,220000,40,2021,1,0
2559,50,525,262500,40,2021,1,0
2560,45,325,146250,35,2021,1,0
2561,35,225,78750,40,2021,1,0
2562,35,200,70000,40,2021,1,0
2563,45,200,90000,35,2021,1,0
2564,50,275,137500,40,2021,1,0
2565,55,450,247500,40,2021,1,0
2566,45,275,123750,35,2021,1,0
2567,45,175,78750,40,2021,1,0
2568,45,150,67500,40,2021,1,0
2569,55,150,82500,35,2021,1,0
2570,55,275,151250,40,2021,1,0
2571,50,425,212500,40,2021,1,0
2572,40,275,110000,35,2021,1,0
2573,45,220,99000,40,2021,1,0
2574,55,200,110000,40,2021,1,0
2575,65,175,113750,35,2021,1,0
2576,70,275,192500,40,2021,1,0
2577,65,525,341250,40,2021,1,0
2578,55,325,178750,35,2021,1,0
2579,55,275,151250,40,2021,1,0
2580,50,225,112500,40,2021,1,0
2581,60,225,135000,35,2021,1,0
2582,65,325,211250,40,2021,1,0
2583,30,725,217500,40,2021,1,0
2584,30,525,157500,35,2021,1,0
2585,20,525,105000,40,2021,1,0
2586,25,375,93750,40,2021,1,0
2587,40,425,170000,35,2021,1,0
2588,30,525,157500,50,2021,1,0
2589,30,775,232500,40,2021,1,0
2590,30,425,127500,35,2021,1,0
2591,20,475,95000,40,2021,1,0
2592,25,325,81250,40,2021,1,0
2593,40,400,160000,35,2021,1,0
2594,25,500,125000,50,2021,1,0
2595,25,720,180000,40,2021,1,0
2596,25,400,100000,35,2021,1,0
2597,15,425,63750,40,2021,1,0
2598,20,275,55000,40,2021,1,0
2599,35,325,113750,35,2021,1,0
2600,25,425,106250,50,2021,1,0
2601,25,675,168750,40,2021,1,0
2602,25,375,93750,35,2021,1,0
2603,15,375,56250,40,2021,1,0
2604,20,300,60000,40,2021,1,0
2605,40,325,130000,35,2021,1,0
2606,30,475,142500,50,2021,1,0
2607,40,745,298000,40,2021,1,0
2608,40,450,180000,35,2021,1,0
2609,35,425,148750,40,2021,1,0
2610,35,375,131250,40,2021,1,0
2611,45,400,180000,35,2021,1,0
2612,50,500,250000,50,2021,1,0
2613,45,750,337500,40,2021,1,0
2614,40,500,200000,35,2021,1,0
2615,45,475,213750,40,2021,1,0
2616,45,450,202500,40,2021,1,0
2617,60,450,270000,35,2021,1,0
2618,65,625,406250,50,2021,1,0
2619,60,850,510000,40,2021,1,0
2620,55,600,330000,35,2021,1,0
2621,50,525,262500,40,2021,1,0
2622,50,475,237500,40,2021,1,0
2623,60,500,300000,35,2021,1,0
2624,65,675,438750,50,2021,1,0
2625,60,825,495000,40,2021,1,0
2626,55,600,330000,35,2021,1,0
2627,50,525,262500,40,2021,1,0
2628,40,475,190000,40,2021,1,0
2629,50,450,225000,35,2021,1,0
2630,55,625,343750,50,2021,1,0
2631,50,725,362500,40,2021,1,0
2632,45,525,236250,35,2021,1,0
2633,20,425,85000,40,2021,1,0
2634,20,400,80000,40,2021,1,0
2635,30,400,120000,35,2021,1,0
2636,35,500,175000,50,2021,1,0
2637,35,675,236250,40,2021,1,0
2638,25,500,125000,35,2021,1,0
2639,25,375,93750,40,2021,1,0
2640,25,350,87500,40,2021,1,0
2641,35,350,122500,35,2021,1,0
2642,35,475,166250,50,2021,1,0
2643,30,625,187500,40,2021,1,0
2644,20,450,90000,35,2021,1,0
2645,30,395,118500,40,2021,1,0
2646,60,450,270000,40,2021,1,0
2647,75,425,318750,35,2021,1,0
2648,75,525,393750,50,2021,1,0
2649,70,775,542500,40,2021,1,0
2650,60,575,345000,35,2021,1,0
2651,60,525,315000,40,2021,1,0
2652,60,475,285000,40,2021,1,0
2653,70,475,332500,35,2021,1,0
2654,75,575,431250,50,2021,1,0
2655,25,650,162500,40,2021,1,0
2656,25,450,112500,35,2021,1,0
2657,15,450,67500,40,2021,1,0
2658,20,300,60000,40,2021,1,0
2659,35,350,122500,35,2021,1,0
2660,25,450,112500,40,2021,1,0
2661,25,700,175000,40,2021,1,0
2662,25,350,87500,35,2021,1,0
2663,15,400,60000,40,2021,1,0
2664,20,250,50000,40,2021,1,0
2665,35,325,113750,35,2021,1,0
2666,20,425,85000,40,2021,1,0
2667,20,645,129000,40,2021,1,0
2668,20,325,65000,35,2021,1,0
2669,10,350,35000,40,2021,1,0
2670,20,200,40000,40,2021,1,0
2671,35,250,87500,35,2021,1,0
2672,25,350,87500,40,2021,1,0
2673,25,600,150000,40,2021,1,0
2674,25,300,75000,35,2021,1,0
2675,15,300,45000,40,2021,1,0
2676,20,225,45000,40,2021,1,0
2677,40,250,100000,35,2021,1,0
2678,30,400,120000,40,2021,1,0
2679,40,670,268000,40,2021,1,0
2680,40,375,150000,35,2021,1,0
2681,35,350,122500,40,2021,1,0
2682,35,300,105000,40,2021,1,0
2683,45,325,146250,35,2021,1,0
2684,45,425,191250,40,2021,1,0
2685,40,675,270000,40,2021,1,0
2686,35,425,148750,35,2021,1,0
2687,40,400,160000,40,2021,1,0
2688,40,375,150000,40,2021,1,0
2689,55,375,206250,35,2021,1,0
2690,60,550,330000,40,2021,1,0
2691,55,775,426250,40,2021,1,0
2692,50,525,262500,35,2021,1,0
2693,45,450,202500,40,2021,1,0
2694,45,400,180000,40,2021,1,0
2695,60,425,255000,35,2021,1,0
2696,65,600,390000,40,2021,1,0
2697,60,750,450000,40,2021,1,0
2698,55,525,288750,35,2021,1,0
2699,50,450,225000,40,2021,1,0
2700,40,400,160000,40,2021,1,0
2701,50,375,187500,35,2021,1,0
2702,55,550,302500,40,2021,1,0
2703,50,650,325000,40,2021,1,0
2704,40,450,180000,35,2021,1,0
2705,15,350,52500,40,2021,1,0
2706,15,325,48750,40,2021,1,0
2707,25,325,81250,35,2021,1,0
2708,30,425,127500,40,2021,1,0
2709,30,600,180000,40,2021,1,0
2710,20,425,85000,35,2021,1,0
2711,20,300,60000,40,2021,1,0
2712,20,275,55000,40,2021,1,0
2713,30,275,82500,35,2021,1,0
2714,30,400,120000,40,2021,1,0
2715,25,550,137500,40,2021,1,0
2716,15,375,56250,35,2021,1,0
2717,25,320,80000,40,2021,1,0
2718,55,375,206250,40,2021,1,0
2719,75,350,262500,35,2021,1,0
2720,75,450,337500,40,2021,1,0
2721,70,700,490000,40,2021,1,0
2722,60,500,300000,35,2021,1,0
2723,60,450,270000,40,2021,1,0
2724,60,400,240000,40,2021,1,0
2725,70,400,280000,35,2021,1,0
2726,75,500,375000,40,2021,1,0
2727,25,575,143750,40,2021,1,0
2728,25,375,93750,35,2021,1,0
2729,15,375,56250,40,2021,1,0
2730,20,225,45000,40,2021,1,0
2731,35,275,96250,35,2021,1,0
2732,25,375,93750,40,2021,1,0
2733,25,625,156250,40,2021,1,0
2734,25,275,68750,35,2021,1,0
2735,15,325,48750,40,2021,1,0
2736,20,175,35000,40,2021,1,0
2737,35,250,87500,35,2021,1,0
2738,20,350,70000,40,2021,1,0
2739,20,570,114000,40,2021,1,0
2740,20,250,50000,35,2021,1,0
2741,10,275,27500,40,2021,1,0
2742,20,125,25000,40,2021,1,0
2743,35,175,61250,35,2021,1,0
2744,25,275,68750,40,2021,1,0
2745,25,525,131250,40,2021,1,0
2746,25,225,56250,35,2021,1,0
2747,15,225,33750,40,2021,1,0
2748,20,150,30000,40,2021,1,0
2749,40,175,70000,35,2021,1,0
2750,30,325,97500,40,2021,1,0
2751,40,595,238000,40,2021,1,0
2752,40,300,120000,35,2021,1,0
2753,35,275,96250,40,2021,1,0
2754,35,225,78750,40,2021,1,0
2755,45,250,112500,35,2021,1,0
2756,45,350,157500,40,2021,1,0
2757,40,600,240000,40,2021,1,0
2758,35,350,122500,35,2021,1,0
2759,40,325,130000,40,2021,1,0
2760,40,300,120000,40,2021,1,0
2761,55,300,165000,35,2021,1,0
2762,60,475,285000,40,2021,1,0
2763,55,700,385000,40,2021,1,0
2764,50,450,225000,35,2021,1,0
2765,45,375,168750,40,2021,1,0
2766,45,325,146250,40,2021,1,0
2767,60,350,210000,35,2021,1,0
2768,65,525,341250,40,2021,1,0
2769,60,675,405000,40,2021,1,0
2770,55,450,247500,35,2021,1,0
2771,50,375,187500,40,2021,1,0
2772,40,325,130000,40,2021,1,0
2773,50,300,150000,35,2021,1,0
2774,55,475,261250,40,2021,1,0
2775,50,575,287500,40,2021,1,0
2776,40,375,150000,35,2021,1,0
2777,15,275,41250,40,2021,1,0
2778,15,250,37500,40,2021,1,0
2779,25,250,62500,35,2021,1,0
2780,30,350,105000,40,2021,1,0
2781,30,525,157500,40,2021,1,0
2782,20,350,70000,35,2021,1,0
2783,20,225,45000,40,2021,1,0
2784,20,200,40000,40,2021,1,0
2785,30,200,60000,35,2021,1,0
2786,30,325,97500,40,2021,1,0
2787,25,475,118750,40,2021,1,0
2788,15,300,45000,35,2021,1,0
2789,25,245,61250,40,2021,1,0
2790,55,300,165000,40,2021,1,0
2791,75,275,206250,35,2021,1,0
2792,75,375,281250,40,2021,1,0
2793,70,625,437500,40,2021,1,0
2794,60,425,255000,35,2021,1,0
2795,60,375,225000,40,2021,1,0
2796,60,325,195000,40,2021,1,0
2797,70,325,227500,35,2021,1,0
2798,75,425,318750,40,2021,1,0
2799,25,550,137500,35,2021,1,0
2800,25,350,87500,35,2021,1,0
2801,15,350,52500,35,2021,1,0
2802,20,200,40000,35,2021,1,0
2803,35,250,87500,35,2021,1,0
2804,25,350,87500,35,2021,1,0
2805,25,600,150000,35,2021,1,0
2806,25,250,62500,35,2021,1,0
2807,15,300,45000,35,2021,1,0
2808,20,150,30000,35,2021,1,0
2809,35,225,78750,35,2021,1,0
2810,20,325,65000,35,2021,1,0
2811,20,545,109000,35,2021,1,0
2812,20,225,45000,35,2021,1,0
2813,10,250,25000,35,2021,1,0
2814,20,100,20000,35,2021,1,0
2815,35,150,52500,35,2021,1,0
2816,25,250,62500,35,2021,1,0
2817,25,500,125000,35,2021,1,0
2818,25,200,50000,35,2021,1,0
2819,15,200,30000,35,2021,1,0
2820,20,125,25000,35,2021,1,0
2821,40,150,60000,35,2021,1,0
2822,30,300,90000,35,2021,1,0
2823,40,570,228000,35,2021,1,0
2824,40,275,110000,35,2021,1,0
2825,35,250,87500,35,2021,1,0
2826,35,200,70000,35,2021,1,0
2827,45,225,101250,35,2021,1,0
2828,45,325,146250,35,2021,1,0
2829,40,575,230000,35,2021,1,0
2830,35,325,113750,35,2021,1,0
2831,40,300,120000,35,2021,1,0
2832,40,275,110000,35,2021,1,0
2833,55,275,151250,35,2021,1,0
2834,60,450,270000,35,2021,1,0
2835,55,675,371250,35,2021,1,0
2836,50,425,212500,35,2021,1,0
2837,45,350,157500,35,2021,1,0
2838,45,300,135000,35,2021,1,0
2839,60,325,195000,35,2021,1,0
2840,65,500,325000,35,2021,1,0
2841,60,650,390000,35,2021,1,0
2842,55,425,233750,35,2021,1,0
2843,50,350,175000,35,2021,1,0
2844,40,300,120000,35,2021,1,0
2845,50,275,137500,35,2021,1,0
2846,55,450,247500,35,2021,1,0
2847,50,550,275000,35,2021,1,0
2848,40,350,140000,35,2021,1,0
2849,15,250,37500,35,2021,1,0
2850,15,225,33750,35,2021,1,0
2851,25,225,56250,35,2021,1,0
2852,30,325,97500,35,2021,1,0
2853,30,500,150000,35,2021,1,0
2854,20,325,65000,35,2021,1,0
2855,20,200,40000,35,2021,1,0
2856,20,175,35000,35,2021,1,0
2857,30,175,52500,35,2021,1,0
2858,30,300,90000,35,2021,1,0
2859,25,450,112500,35,2021,1,0
2860,15,275,41250,35,2021,1,0
2861,25,220,55000,35,2021,1,0
2862,55,275,151250,35,2021,1,0
2863,75,250,187500,35,2021,1,0
2864,75,350,262500,35,2021,1,0
2865,70,600,420000,35,2021,1,0
2866,60,400,240000,35,2021,1,0
2867,60,350,210000,35,2021,1,0
2868,60,300,180000,35,2021,1,0
2869,70,300,210000,35,2021,1,0
2870,75,400,300000,35,2021,1,0
2871,40,475,190000,35,2021,1,0
2872,40,275,110000,30,2021,1,0
2873,30,275,82500,30,2021,1,0
2874,35,125,43750,30,2021,1,0
2875,50,175,87500,35,2021,1,0
2876,40,275,110000,40,2021,1,0
2877,40,525,210000,35,2021,1,0
2878,40,175,70000,30,2021,1,0
2879,30,225,67500,30,2021,1,0
2880,35,100,35000,30,2021,1,0
2881,50,175,87500,35,2021,1,0
2882,35,275,96250,40,2021,1,0
2883,40,495,198000,35,2021,1,0
2884,40,200,80000,30,2021,1,0
2885,30,225,67500,30,2021,1,0
2886,35,75,26250,30,2021,1,0
2887,50,125,62500,35,2021,1,0
2888,40,225,90000,40,2021,1,0
2889,40,450,180000,35,2021,1,0
2890,40,150,60000,30,2021,1,0
2891,30,150,45000,30,2021,1,0
2892,35,75,26250,30,2021,1,0
2893,60,100,60000,35,2021,1,0
2894,50,225,112500,40,2021,1,0
2895,60,495,297000,35,2021,1,0
2896,50,200,100000,30,2021,1,0
2897,45,175,78750,30,2021,1,0
2898,45,100,45000,30,2021,1,0
2899,55,125,68750,35,2021,1,0
2900,60,250,150000,40,2021,1,0
2901,45,500,225000,35,2021,1,0
2902,40,250,100000,30,2021,1,0
2903,35,200,70000,30,2021,1,0
2904,35,175,61250,30,2021,1,0
2905,45,175,78750,35,2021,1,0
2906,55,325,178750,40,2021,1,0
2907,50,550,275000,35,2021,1,0
2908,45,300,135000,30,2021,1,0
2909,40,225,90000,30,2021,1,0
2910,40,175,70000,30,2021,1,0
2911,50,200,100000,35,2021,1,0
2912,55,375,206250,40,2021,1,0
2913,50,525,262500,35,2021,1,0
2914,45,300,135000,30,2021,1,0
2915,40,225,90000,30,2021,1,0
2916,40,200,80000,30,2021,1,0
2917,50,175,87500,35,2021,1,0
2918,55,350,192500,40,2021,1,0
2919,45,475,213750,35,2021,1,0
2920,40,275,110000,30,2021,1,0
2921,35,175,61250,30,2021,1,0
2922,35,150,52500,30,2021,1,0
2923,45,150,67500,35,2021,1,0
2924,50,225,112500,40,2021,1,0
2925,55,400,220000,35,2021,1,0
2926,45,250,112500,30,2021,1,0
2927,45,150,67500,30,2021,1,0
2928,45,125,56250,30,2021,1,0
2929,55,125,68750,35,2021,1,0
2930,60,250,150000,40,2021,1,0
2931,55,400,220000,35,2021,1,0
2932,45,250,112500,30,2021,1,0
2933,45,195,87750,30,2021,1,0
2934,45,175,78750,30,2021,1,0
2935,60,150,90000,35,2021,1,0
2936,65,250,162500,40,2021,1,0
2937,60,500,300000,35,2021,1,0
2938,50,300,150000,30,2021,1,0
2939,50,250,125000,30,2021,1,0
2940,50,200,100000,30,2021,1,0
2941,60,200,120000,35,2021,1,0
2942,65,300,195000,40,2021,1,0
2943,35,475,166250,35,2021,1,0
2944,35,275,96250,30,2021,1,0
2945,25,275,68750,30,2021,1,0
2946,30,125,37500,30,2021,1,0
2947,45,175,78750,35,2021,1,0
2948,35,275,96250,40,2021,1,0
2949,35,525,183750,35,2021,1,0
2950,35,175,61250,30,2021,1,0
2951,25,225,56250,30,2021,1,0
2952,30,100,30000,30,2021,1,0
2953,45,175,78750,35,2021,1,0
2954,25,275,68750,40,2021,1,0
2955,30,495,148500,35,2021,1,0
2956,30,200,60000,30,2021,1,0
2957,20,225,45000,30,2021,1,0
2958,25,75,18750,30,2021,1,0
2959,40,125,50000,35,2021,1,0
2960,30,225,67500,40,2021,1,0
2961,30,450,135000,35,2021,1,0
2962,30,150,45000,30,2021,1,0
2963,20,150,30000,30,2021,1,0
2964,25,75,18750,30,2021,1,0
2965,60,100,60000,35,2021,0,0
2966,50,225,112500,40,2021,0,0
2967,60,495,297000,35,2021,0,0
2968,45,200,90000,30,2021,0,0
2969,40,175,70000,30,2021,0,0
2970,40,100,40000,30,2021,0,0
2971,50,125,62500,35,2021,0,0
2972,55,250,137500,40,2021,0,0
2973,40,500,200000,35,2021,0,0
2974,35,250,87500,30,2021,0,0
2975,30,200,60000,30,2021,0,0
2976,30,175,52500,30,2021,0,0
2977,40,175,70000,35,2021,0,0
2978,55,325,178750,40,2021,0,0
2979,50,550,275000,35,2021,0,0
2980,45,300,135000,30,2021,0,0
2981,40,225,90000,30,2021,0,0
2982,40,175,70000,30,2021,0,0
2983,50,200,100000,35,2021,0,0
2984,55,375,206250,40,2021,0,0
2985,50,525,262500,35,2021,0,0
2986,45,300,135000,30,2021,0,0
2987,40,225,90000,30,2021,0,0
2988,40,200,80000,30,2021,0,0
2989,50,175,87500,35,2021,0,0
2990,55,350,192500,40,2021,0,0
2991,40,475,190000,35,2021,0,0
2992,35,275,96250,30,2021,0,0
2993,30,175,52500,30,2021,0,0
2994,30,150,45000,30,2021,0,0
2995,40,150,60000,35,2021,0,0
2996,45,225,101250,40,2021,0,0
2997,50,400,200000,35,2021,0,0
2998,40,250,100000,30,2021,0,0
2999,40,150,60000,30,2021,0,0
3000,40,125,50000,30,2021,0,0
3001,50,125,62500,35,2021,0,0
3002,55,250,137500,40,2021,0,0
3003,50,400,200000,35,2021,0,0
3004,40,250,100000,30,2021,0,0
3005,40,195,78000,30,2021,0,0
3006,40,175,70000,30,2021,0,0
3007,60,150,90000,35,2021,0,0
3008,65,250,162500,40,2021,0,0
3009,60,500,300000,35,2021,0,0
3010,50,300,150000,30,2021,0,0
3011,50,250,125000,30,2021,0,0
3012,50,200,100000,30,2021,0,0
3013,60,200,120000,35,2021,0,0
3014,65,300,195000,40,2021,0,0
3015,30,450,135000,30,2021,0,0
3016,30,250,75000,35,2021,0,0
3017,20,250,50000,30,2021,0,0
3018,25,100,25000,30,2021,0,0
3019,40,150,60000,50,2021,0,0
3020,30,250,75000,40,2021,0,0
3021,30,500,150000,30,2021,0,0
3022,30,150,45000,35,2021,0,0
3023,20,200,40000,30,2021,0,0
3024,25,75,18750,30,2021,0,0
3025,40,150,60000,50,2021,0,0
3026,15,250,37500,40,2021,0,0
3027,20,470,94000,30,2021,0,0
3028,20,175,35000,35,2021,0,0
3029,10,225,22500,30,2021,0,0
3030,15,100,15000,30,2021,0,0
3031,30,150,45000,50,2021,0,0
3032,20,250,50000,40,2021,0,0
3033,20,475,95000,30,2021,0,0
3034,20,175,35000,35,2021,0,0
3035,10,175,17500,30,2021,0,0
3036,15,100,15000,30,2021,0,0
3037,60,125,75000,50,2021,0,0
3038,50,250,125000,40,2021,0,0
3039,60,520,312000,30,2021,0,0
3040,40,225,90000,35,2021,0,0
3041,35,200,70000,30,2021,0,0
3042,35,125,43750,30,2021,0,0
3043,45,150,67500,50,2021,0,0
3044,50,275,137500,40,2021,0,0
3045,35,525,183750,30,2021,0,0
3046,30,275,82500,35,2021,0,0
3047,25,200,50000,30,2021,0,0
3048,25,175,43750,30,2021,0,0
3049,35,175,61250,50,2021,0,0
3050,55,325,178750,40,2021,0,0
3051,50,550,275000,30,2021,0,0
3052,45,300,135000,35,2021,0,0
3053,40,225,90000,30,2021,0,0
3054,40,175,70000,30,2021,0,0
3055,50,200,100000,50,2021,0,0
3056,55,375,206250,40,2021,0,0
3057,50,525,262500,30,2021,0,0
3058,45,300,135000,35,2021,0,0
3059,40,225,90000,30,2021,0,0
3060,40,200,80000,30,2021,0,0
3061,50,175,87500,50,2021,0,0
3062,55,350,192500,40,2021,0,0
3063,35,475,166250,30,2021,0,0
3064,30,275,82500,35,2021,0,0
3065,25,175,43750,30,2021,0,0
3066,25,150,37500,30,2021,0,0
3067,35,150,52500,50,2021,0,0
3068,40,225,90000,40,2021,0,0
3069,45,400,180000,30,2021,0,0
3070,35,250,87500,35,2021,0,0
3071,35,150,52500,30,2021,0,0
3072,35,125,43750,30,2021,0,0
3073,45,125,56250,50,2021,0,0
3074,50,250,125000,40,2021,0,0
3075,45,400,180000,30,2021,0,0
3076,35,275,96250,35,2021,0,0
3077,35,220,77000,30,2021,0,0
3078,35,200,70000,30,2021,0,0
3079,60,175,105000,50,2021,0,0
3080,65,275,178750,40,2021,0,0
3081,60,525,315000,30,2021,0,0
3082,50,325,162500,35,2021,0,0
3083,50,275,137500,30,2021,0,0
3084,50,225,112500,30,2021,0,0
3085,60,225,135000,50,2021,0,0
3086,65,325,211250,40,2021,0,0
3087,30,450,135000,30,2021,0,0
3088,30,250,75000,35,2021,0,0
3089,20,250,50000,30,2021,0,0
3090,25,100,25000,30,2021,0,0
3091,40,150,60000,50,2021,0,0
3092,30,250,75000,40,2021,0,0
3093,30,500,150000,30,2021,0,0
3094,30,150,45000,35,2021,0,0
3095,20,200,40000,30,2021,0,0
3096,25,75,18750,30,2021,0,0
3097,40,150,60000,50,2021,0,0
3098,15,250,37500,40,2021,0,0
3099,20,470,94000,30,2021,0,0
3100,20,175,35000,35,2021,0,0
3101,10,225,22500,30,2021,0,0
3102,15,75,11250,30,2021,0,0
3103,30,125,37500,50,2021,0,0
3104,20,225,45000,40,2021,0,0
3105,20,450,90000,30,2021,0,0
3106,20,150,30000,35,2021,0,0
3107,10,150,15000,30,2021,0,0
3108,15,75,11250,30,2021,0,0
3109,60,100,60000,50,2021,0,0
3110,50,225,112500,40,2021,0,0
3111,60,495,297000,30,2021,0,0
3112,40,200,80000,35,2021,0,0
3113,35,175,61250,30,2021,0,0
3114,35,150,52500,30,2021,0,0
3115,45,175,78750,50,2021,0,0
3116,50,300,150000,40,2021,0,0
3117,35,550,192500,30,2021,0,0
3118,30,300,90000,35,2021,0,0
3119,25,200,50000,30,2021,0,0
3120,25,175,43750,30,2021,0,0
3121,35,175,61250,50,2021,0,0
3122,55,325,178750,40,2021,0,0
3123,50,550,275000,30,2021,0,0
3124,45,300,135000,35,2021,0,0
3125,40,225,90000,30,2021,0,0
3126,40,175,70000,30,2021,0,0
3127,50,200,100000,50,2021,0,0
3128,55,375,206250,40,2021,0,0
3129,50,525,262500,30,2021,0,0
3130,45,300,135000,35,2021,0,0
3131,40,225,90000,30,2021,0,0
3132,40,200,80000,30,2021,0,0
3133,50,175,87500,50,2021,0,0
3134,55,350,192500,40,2021,0,0
3135,35,475,166250,30,2021,0,0
3136,30,250,75000,35,2021,0,0
3137,25,150,37500,30,2021,0,0
3138,25,125,31250,30,2021,0,0
3139,35,125,43750,50,2021,0,0
3140,40,200,80000,40,2021,0,0
3141,45,375,168750,30,2021,0,0
3142,35,225,78750,35,2021,0,0
3143,35,125,43750,30,2021,0,0
3144,35,125,43750,30,2021,0,0
3145,45,125,56250,50,2021,0,0
3146,50,250,125000,40,2021,0,0
3147,45,400,180000,30,2021,0,0
3148,35,300,105000,35,2021,0,0
3149,35,245,85750,30,2021,0,0
3150,35,225,78750,30,2021,0,0
3151,60,200,120000,50,2021,0,0
3152,65,300,195000,40,2021,0,0
3153,60,550,330000,30,2021,0,0
3154,50,350,175000,35,2021,0,0
3155,50,300,150000,30,2021,0,0
3156,50,250,125000,30,2021,0,0
3157,60,250,150000,50,2021,0,0
3158,65,350,227500,40,2021,0,0
3159,35,500,175000,40,2021,0,0
3160,35,300,105000,40,2021,0,0
3161,25,300,75000,35,2021,0,0
3162,30,150,45000,35,2021,0,0
3163,45,200,90000,30,2021,0,0
3164,35,300,105000,40,2021,0,0
3165,35,550,192500,40,2021,0,0
3166,35,200,70000,40,2021,0,0
3167,25,250,62500,35,2021,0,0
3168,30,125,37500,35,2021,0,0
3169,45,200,90000,30,2021,0,0
3170,20,300,60000,40,2021,0,0
3171,25,520,130000,40,2021,0,0
3172,25,225,56250,40,2021,0,0
3173,15,275,41250,35,2021,0,0
3174,20,125,25000,35,2021,0,0
3175,35,175,61250,30,2021,0,0
3176,25,275,68750,40,2021,0,0
3177,25,500,125000,40,2021,0,0
3178,25,200,50000,40,2021,0,0
3179,15,200,30000,35,2021,0,0
3180,20,125,25000,35,2021,0,0
3181,65,150,97500,30,2021,0,0
3182,50,275,137500,40,2021,0,0
3183,60,545,327000,40,2021,0,0
3184,40,250,100000,40,2021,0,0
3185,35,225,78750,35,2021,0,0
3186,35,175,61250,35,2021,0,0
3187,45,200,90000,30,2021,0,0
3188,55,325,178750,40,2021,0,0
3189,40,575,230000,40,2021,0,0
3190,35,325,113750,40,2021,0,0
3191,30,200,60000,35,2021,0,0
3192,30,175,52500,35,2021,0,0
3193,40,175,70000,30,2021,0,0
3194,60,325,195000,40,2021,0,0
3195,55,550,302500,40,2021,0,0
3196,50,300,150000,40,2021,0,0
3197,45,225,101250,35,2021,0,0
3198,45,175,78750,35,2021,0,0
3199,55,200,110000,30,2021,0,0
3200,60,375,225000,40,2021,0,0
3201,50,525,262500,40,2021,0,0
3202,45,300,135000,40,2021,0,0
3203,40,225,90000,35,2021,0,0
3204,40,200,80000,35,2021,0,0
3205,50,175,87500,30,2021,0,0
3206,55,350,192500,40,2021,0,0
3207,35,475,166250,40,2021,0,0
3208,30,275,82500,40,2021,0,0
3209,25,175,43750,35,2021,0,0
3210,25,150,37500,35,2021,0,0
3211,35,150,52500,30,2021,0,0
3212,40,225,90000,40,2021,0,0
3213,45,400,180000,40,2021,0,0
3214,35,250,87500,40,2021,0,0
3215,35,150,52500,35,2021,0,0
3216,35,150,52500,35,2021,0,0
3217,45,150,67500,30,2021,0,0
3218,50,275,137500,40,2021,0,0
3219,45,425,191250,40,2021,0,0
3220,35,325,113750,40,2021,0,0
3221,35,270,94500,35,2021,0,0
3222,35,275,96250,35,2021,0,0
3223,60,250,150000,30,2021,0,0
3224,65,350,227500,40,2021,0,0
3225,60,600,360000,40,2021,0,0
3226,50,400,200000,40,2021,0,0
3227,50,350,175000,35,2021,0,0
3228,50,300,150000,35,2021,0,0
3229,60,300,180000,30,2021,0,0
3230,65,400,260000,40,2021,0,0
3231,35,500,175000,40,2021,0,0
3232,35,300,105000,40,2021,0,0
3233,25,300,75000,40,2021,0,0
3234,30,150,45000,40,2021,0,0
3235,45,200,90000,40,2021,0,0
3236,35,300,105000,40,2021,0,0
3237,35,550,192500,40,2021,0,0
3238,40,200,80000,40,2021,0,0
3239,30,300,90000,40,2021,0,0
3240,35,175,61250,40,2021,0,0
3241,50,250,125000,40,2021,0,0
3242,25,350,87500,40,2021,0,0
3243,30,570,171000,40,2021,0,0
3244,30,275,82500,40,2021,0,0
3245,20,325,65000,40,2021,0,0
3246,25,175,43750,40,2021,0,0
3247,40,225,90000,40,2021,0,0
3248,30,325,97500,40,2021,0,0
3249,30,550,165000,40,2021,0,0
3250,30,250,75000,40,2021,0,0
3251,20,250,50000,40,2021,0,0
3252,25,175,43750,40,2021,0,0
3253,65,200,130000,40,2021,0,0
